id,asset_number,name,stock_type,location,quantity_held,quantity_booked,quantity_available,quantity_counted
48160,607117,CF032A1P020m,Rental,"",1.0,0.0,1.0,0
48161,607118,CF032A1P020m,Rental,"",1.0,0.0,1.0,0
48162,607119,CF032A1P020m,Rental,"",1.0,0.0,1.0,0
48163,608482,CF032A1P020m,Rental,"",1.0,0.0,1.0,0
48164,608483,CF032A1P020m,Rental,"",1.0,0.0,1.0,0
48165,608484,CF032A1P020m,Rental,"",1.0,0.0,1.0,0
48166,608485,CF032A1P020m,Rental,"",1.0,0.0,1.0,0
48167,608486,CF032A1P020m,Rental,"",1.0,0.0,1.0,0
48168,608487,CF032A1P020m,Rental,"",1.0,0.0,1.0,0
48169,608488,CF032A1P020m,Rental,"",1.0,0.0,1.0,0
48170,608489,CF032A1P020m,Rental,"",1.0,0.0,1.0,0
48171,603343,CF032A1P025m,Rental,"",1.0,0.0,1.0,0
48172,603344,CF032A1P025m,Rental,"",1.0,0.0,1.0,0
48173,603345,CF032A1P025m,Rental,"",1.0,0.0,1.0,0
48174,603346,CF032A1P025m,Rental,"",1.0,0.0,1.0,0
48175,603347,CF032A1P025m,Rental,"",1.0,0.0,1.0,0
48176,603348,CF032A1P025m,Rental,"",1.0,0.0,1.0,0
48177,603349,CF032A1P025m,Rental,"",1.0,0.0,1.0,0
48178,603350,CF032A1P025m,Rental,"",1.0,0.0,1.0,0
48179,603351,CF032A1P025m,Rental,"",1.0,0.0,1.0,0
48180,603352,CF032A1P025m,Rental,"",1.0,0.0,1.0,0
48181,603353,CF032A1P025m,Rental,"",1.0,0.0,1.0,0
48182,603354,CF032A1P025m,Rental,"",1.0,0.0,1.0,0
54101,603355,CF032A1P025m,Rental,"",1.0,0.0,1.0,1.0
48183,603356,CF032A1P025m,Rental,"",1.0,0.0,1.0,0
48184,603357,CF032A1P025m,Rental,"",1.0,0.0,1.0,0
48185,603358,CF032A1P025m,Rental,"",1.0,0.0,1.0,0
48186,603359,CF032A1P025m,Rental,"",1.0,0.0,1.0,0
48187,603360,CF032A1P025m,Rental,"",1.0,0.0,1.0,0
47961,600914,CF032A1P02.5m,Rental,"",1.0,0.0,1.0,0
47962,603308,CF032A1P02.5m,Rental,"",1.0,0.0,1.0,0
54078,606260,CF032A1P02.5m,Rental,"",1.0,0.0,1.0,1.0
54079,606261,CF032A1P02.5m,Rental,"",1.0,0.0,1.0,1.0
47963,606262,CF032A1P02.5m,Rental,"",1.0,0.0,1.0,0
47964,606263,CF032A1P02.5m,Rental,"",1.0,0.0,1.0,0
54080,606264,CF032A1P02.5m,Rental,"",1.0,0.0,1.0,1.0
47965,606265,CF032A1P02.5m,Rental,"",1.0,0.0,1.0,0
54081,606266,CF032A1P02.5m,Rental,"",1.0,0.0,1.0,1.0
54082,606267,CF032A1P02.5m,Rental,"",1.0,0.0,1.0,1.0
54083,606268,CF032A1P02.5m,Rental,"",1.0,0.0,1.0,1.0
54084,606269,CF032A1P02.5m,Rental,"",1.0,0.0,1.0,1.0
47966,608054,CF032A1P02.5m,Rental,"",1.0,0.0,1.0,0
54085,609202,CF032A1P02.5m,Rental,"",1.0,0.0,1.0,1.0
54086,609631,CF032A1P02.5m,Rental,"",1.0,0.0,1.0,1.0
48188,530001,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
54102,530002,CF032A1P030m,Rental,"",1.0,0.0,1.0,1.0
54103,530003,CF032A1P030m,Rental,"",1.0,0.0,1.0,1.0
54104,530004,CF032A1P030m,Rental,"",1.0,0.0,1.0,1.0
48189,530005,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
54105,530006,CF032A1P030m,Rental,"",1.0,0.0,1.0,1.0
48190,530007,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48191,530008,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48192,530009,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
54106,530010,CF032A1P030m,Rental,"",1.0,0.0,1.0,1.0
48193,530011,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
54107,530012,CF032A1P030m,Rental,"",1.0,0.0,1.0,1.0
48194,530013,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48195,530014,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48196,530016,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48197,530022,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48198,530023,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48199,530024,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48200,530025,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
43690,530036,CF032A1P030m,Rental,"",1.0,0.0,1.0,1.0
48201,530037,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48202,530038,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
54108,530039,CF032A1P030m,Rental,"",1.0,0.0,1.0,1.0
48203,530040,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
54109,530041,CF032A1P030m,Rental,"",1.0,0.0,1.0,1.0
54110,530042,CF032A1P030m,Rental,"",1.0,0.0,1.0,1.0
54111,530043,CF032A1P030m,Rental,"",1.0,0.0,1.0,1.0
48204,530044,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48205,530045,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
54112,530046,CF032A1P030m,Rental,"",1.0,0.0,1.0,1.0
48206,530047,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48207,530048,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48208,530049,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48209,530050,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48210,603616,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
54113,603617,CF032A1P030m,Rental,"",1.0,0.0,1.0,1.0
48211,603618,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48212,603619,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48213,603620,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
54114,603621,CF032A1P030m,Rental,"",1.0,0.0,1.0,1.0
54115,603622,CF032A1P030m,Rental,"",1.0,0.0,1.0,1.0
54116,603623,CF032A1P030m,Rental,"",1.0,0.0,1.0,1.0
48214,603624,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48215,603625,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48216,603626,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
54117,603627,CF032A1P030m,Rental,"",1.0,0.0,1.0,1.0
48217,603628,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48218,603629,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48219,603630,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
54118,603631,CF032A1P030m,Rental,"",1.0,0.0,1.0,1.0
54119,603632,CF032A1P030m,Rental,"",1.0,0.0,1.0,1.0
54120,603633,CF032A1P030m,Rental,"",1.0,0.0,1.0,1.0
48220,603634,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48221,603635,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48222,603636,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
54121,603637,CF032A1P030m,Rental,"",1.0,0.0,1.0,1.0
48223,603638,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
54122,603639,CF032A1P030m,Rental,"",1.0,0.0,1.0,1.0
48224,603640,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48225,603641,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
54123,603642,CF032A1P030m,Rental,"",1.0,0.0,1.0,1.0
48226,603643,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
54124,603644,CF032A1P030m,Rental,"",1.0,0.0,1.0,1.0
48227,603645,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48228,603646,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
54125,603647,CF032A1P030m,Rental,"",1.0,0.0,1.0,1.0
48229,603648,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48230,603649,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48231,603650,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48232,603651,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48233,603652,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48234,603653,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48235,603654,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48236,603655,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48237,603656,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48238,603657,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48239,603658,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48240,603659,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48241,603660,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48242,603661,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48243,603662,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48244,603663,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48245,603664,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48246,603665,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
54126,603666,CF032A1P030m,Rental,"",1.0,0.0,1.0,1.0
48247,608490,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48248,608491,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48249,608492,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48250,608548,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
48251,608549,CF032A1P030m,Rental,"",1.0,0.0,1.0,0
43691,610355,CF032A1P030m,Rental,"",1.0,0.0,1.0,1.0
44147,604393,CF032A1P050m,Rental,"",1.0,0.0,1.0,0
44148,604394,CF032A1P050m,Rental,"",1.0,0.0,1.0,0
44149,604395,CF032A1P050m,Rental,"",1.0,0.0,1.0,0
54127,604396,CF032A1P050m,Rental,"",1.0,0.0,1.0,1.0
54128,604397,CF032A1P050m,Rental,"",1.0,0.0,1.0,1.0
44150,604398,CF032A1P050m,Rental,"",1.0,0.0,1.0,0
44151,604399,CF032A1P050m,Rental,"",1.0,0.0,1.0,0
44152,604400,CF032A1P050m,Rental,"",1.0,0.0,1.0,0
44153,604401,CF032A1P050m,Rental,"",1.0,0.0,1.0,0
44154,604402,CF032A1P050m,Rental,"",1.0,0.0,1.0,0
44155,604403,CF032A1P050m,Rental,"",1.0,0.0,1.0,0
44156,605556,CF032A1P050m,Rental,"",1.0,0.0,1.0,0
44157,605557,CF032A1P050m,Rental,"",1.0,0.0,1.0,0
44158,605558,CF032A1P050m,Rental,"",1.0,0.0,1.0,0
54129,605559,CF032A1P050m,Rental,"",1.0,0.0,1.0,1.0
44159,605560,CF032A1P050m,Rental,"",1.0,0.0,1.0,0
44160,605561,CF032A1P050m,Rental,"",1.0,0.0,1.0,0
44161,605562,CF032A1P050m,Rental,"",1.0,0.0,1.0,0
44162,605563,CF032A1P050m,Rental,"",1.0,0.0,1.0,0
44163,605564,CF032A1P050m,Rental,"",1.0,0.0,1.0,0
44164,605565,CF032A1P050m,Rental,"",1.0,0.0,1.0,0
44165,605566,CF032A1P050m,Rental,"",1.0,0.0,1.0,0
44166,608493,CF032A1P050m,Rental,"",1.0,0.0,1.0,0
44167,608494,CF032A1P050m,Rental,"",1.0,0.0,1.0,0
44168,610370,CF032A1P050m,Rental,"",1.0,0.0,1.0,0
44480,610421,CF032A1P050m,Rental,"",1.0,0.0,1.0,1.0
54130,603277,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48252,603278,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54131,603279,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48253,603280,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54132,603281,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48254,603282,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54133,603283,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54134,603284,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54135,603285,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54136,603286,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54137,603287,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48255,603288,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
48256,603289,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54138,603290,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54139,603291,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54140,603292,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48257,603293,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54141,603294,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48258,603295,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
48259,603296,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54142,603297,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48260,604436,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
48261,604437,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54143,604438,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54144,604439,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54145,604440,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48262,604441,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
48263,604442,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
48264,604443,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54146,604444,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54147,604445,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48265,604446,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
48266,604447,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
48267,604448,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54148,604449,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48268,604450,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54149,604451,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48269,604452,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
48270,604453,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54150,604454,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54151,604455,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54152,604456,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48271,605382,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
48272,605383,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54153,605384,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48273,605385,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54154,605386,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54155,605387,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54156,605388,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54157,605389,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54158,605390,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48274,605391,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54159,605392,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54160,605393,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54161,605394,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48275,605395,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54162,605396,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48276,605397,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
48277,605398,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54163,605399,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48278,605400,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54164,605401,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48279,605402,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54165,606431,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48280,606432,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
48281,606433,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54166,606434,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54167,606435,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48282,606436,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
48283,606437,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54168,606438,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54169,606439,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54170,606440,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48284,606441,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54171,606442,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54172,606443,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54173,606444,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54174,606445,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54175,606446,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48285,606447,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54176,606448,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54177,606449,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54178,606450,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54179,606451,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54180,606452,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54181,606453,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54182,606454,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54183,606455,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54184,606456,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54185,606457,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48286,606458,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54186,606459,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48287,606460,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54187,606461,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54188,606462,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54189,606463,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48288,606464,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54190,606465,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54191,606466,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54192,606467,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54193,606468,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54194,606469,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54195,606470,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48289,606471,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
48290,606472,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54196,606473,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54197,606474,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54198,606475,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54199,606476,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54200,606477,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54201,606478,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48291,606479,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54202,606480,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48292,606481,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
48293,606482,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
48294,606483,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
48295,606484,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54203,606485,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54204,606486,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54205,606487,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54206,606488,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54207,606489,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54208,607000,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48296,607001,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54209,607002,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48297,607003,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54210,607004,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54211,607005,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48298,607006,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54212,607007,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54213,607008,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54214,607009,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54215,607010,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54216,607011,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54217,607012,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54218,607013,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54219,607014,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54220,607015,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54221,607016,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54222,607017,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54223,607018,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54224,607019,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54225,607020,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48299,607615,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
48300,607616,CF032A3P005m,Rental,"",1.0,0.0,1.0,0
54226,608556,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54227,608557,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54228,608558,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54229,608559,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54230,608560,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54231,608561,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54232,608562,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54233,608563,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54234,608564,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54235,608565,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54236,608566,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54237,608567,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54238,608568,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54239,608569,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54240,608570,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54241,608571,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54242,608572,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54243,608573,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54244,608574,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54245,608575,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54246,608576,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54247,608577,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54248,608578,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54249,608579,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54250,608580,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54251,608581,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54252,608582,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54253,608583,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
54254,609986,CF032A3P005m,Rental,"",1.0,0.0,1.0,1.0
48301,601993,CF032A3P010m,Rental,"",1.0,0.0,1.0,0
54255,601994,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
54256,601995,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
48302,601996,CF032A3P010m,Rental,"",1.0,0.0,1.0,0
54257,601997,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
54258,601998,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
48303,603667,CF032A3P010m,Rental,"",1.0,0.0,1.0,0
54259,603668,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
54260,603669,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
48304,603670,CF032A3P010m,Rental,"",1.0,0.0,1.0,0
54261,603671,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
48305,603672,CF032A3P010m,Rental,"",1.0,0.0,1.0,0
54262,603673,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
48306,603674,CF032A3P010m,Rental,"",1.0,0.0,1.0,0
48307,603675,CF032A3P010m,Rental,"",1.0,0.0,1.0,0
54263,603676,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
54264,603677,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
54265,603678,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
54266,603679,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
48308,603680,CF032A3P010m,Rental,"",1.0,0.0,1.0,0
48309,603681,CF032A3P010m,Rental,"",1.0,0.0,1.0,0
54267,603682,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
54268,603683,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
48310,603684,CF032A3P010m,Rental,"",1.0,0.0,1.0,0
54269,603685,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
54270,603686,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
54271,603687,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
54272,603688,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
48311,603689,CF032A3P010m,Rental,"",1.0,0.0,1.0,0
54273,603690,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
54274,603691,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
54275,603692,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
54276,603693,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
54277,603694,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
54278,603695,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
54279,603696,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
48312,603697,CF032A3P010m,Rental,"",1.0,0.0,1.0,0
48313,603698,CF032A3P010m,Rental,"",1.0,0.0,1.0,0
54280,603699,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
54281,603700,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
54282,603701,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
54283,603702,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
48314,603703,CF032A3P010m,Rental,"",1.0,0.0,1.0,0
54284,603704,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
54285,603705,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
48315,603706,CF032A3P010m,Rental,"",1.0,0.0,1.0,0
48316,603707,CF032A3P010m,Rental,"",1.0,0.0,1.0,0
54286,603708,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
54287,603709,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
54288,603710,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
54289,603711,CF032A3P010m,Rental,"",1.0,0.0,1.0,1.0
