id,asset_number,name,stock_type,location,quantity_held,quantity_booked,quantity_available,quantity_counted
50993,606873,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
50994,606874,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
50995,606875,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
50996,606876,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
50997,606877,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
50998,606878,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
50999,606879,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
46743,606880,CF016A1P005m,Rental,"",1.0,0.0,1.0,0
51000,606881,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51001,606882,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
46744,606883,CF016A1P005m,Rental,"",1.0,0.0,1.0,0
51002,606884,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51003,606885,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51004,606886,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51005,606887,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51006,606888,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51007,606889,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51008,606890,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51009,606891,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51010,606892,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51011,606893,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51012,606894,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51013,606895,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51014,606896,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51015,606897,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51016,606898,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51017,606899,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51018,606900,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51019,606901,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51020,606902,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51021,606903,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51022,606904,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51023,606905,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51024,606906,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51025,606907,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51026,606908,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51027,606909,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51028,606910,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51029,606911,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51030,606912,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51031,606913,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51032,606914,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51033,606915,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51034,606916,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51035,606917,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51036,606918,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51037,606919,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
46745,606920,CF016A1P005m,Rental,"",1.0,0.0,1.0,0
51038,607300,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51039,607301,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51040,607302,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51041,607303,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51042,607304,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51043,607305,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51044,607306,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51045,607307,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51046,607308,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51047,607309,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51048,607310,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51049,607311,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51050,607312,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51051,607313,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51052,607314,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51053,607315,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51054,607316,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51055,607317,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51056,607318,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51057,607319,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51058,607320,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51059,607321,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51060,607322,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51061,607323,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51062,607324,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51063,607325,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51064,607326,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51065,607327,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51066,607328,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51067,607329,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
46746,607330,CF016A1P005m,Rental,"",1.0,0.0,1.0,0
51068,607331,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51069,607332,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
46747,607333,CF016A1P005m,Rental,"",1.0,0.0,1.0,0
46748,607334,CF016A1P005m,Rental,"",1.0,0.0,1.0,0
51070,607335,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51071,607336,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51072,607337,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51073,607338,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51074,607339,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51075,607340,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51076,607370,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51077,607371,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51078,607372,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51079,607373,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51080,607374,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51081,607375,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51082,607376,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51083,607377,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51084,607378,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51085,607379,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
46749,607380,CF016A1P005m,Rental,"",1.0,0.0,1.0,0
46750,607381,CF016A1P005m,Rental,"",1.0,0.0,1.0,0
51086,607382,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51087,607383,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51088,607384,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51089,607385,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51090,607386,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51091,607387,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51092,607388,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51093,607389,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51094,607390,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
46751,607391,CF016A1P005m,Rental,"",1.0,0.0,1.0,0
51095,607392,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51096,607393,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51097,607394,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51098,607395,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51099,607396,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51100,607397,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51101,607398,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51102,607399,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51103,607400,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51104,607401,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51105,607402,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
46752,607403,CF016A1P005m,Rental,"",1.0,0.0,1.0,0
51106,607404,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51107,607405,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51108,607406,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51109,607407,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51110,607408,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51111,607409,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
46753,607410,CF016A1P005m,Rental,"",1.0,0.0,1.0,0
51112,607411,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51113,607412,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51114,607414,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51115,607415,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51116,607416,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51117,607417,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51118,607418,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51119,607419,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51120,607420,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51121,607421,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51122,607422,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51123,607423,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51124,607424,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51125,607425,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51126,607426,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51127,607427,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51128,607428,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51129,607429,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51130,607594,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51131,607595,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51132,607596,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51133,607633,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51134,607634,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51135,607635,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51136,607636,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51137,607637,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51138,607638,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51139,607639,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51140,607640,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51141,607641,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51142,607667,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51143,607668,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51144,607669,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
46754,607670,CF016A1P005m,Rental,"",1.0,0.0,1.0,0
51145,607675,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51146,607676,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51147,607677,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51148,607678,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51149,607679,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51150,607680,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51151,607701,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
46755,607702,CF016A1P005m,Rental,"",1.0,0.0,1.0,0
51152,607703,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51153,607704,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51154,607705,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51155,608207,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51156,608208,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51157,608209,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51158,608210,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51159,608211,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51160,608212,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51161,608213,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51162,608214,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51163,608215,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51164,608216,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51165,608217,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51166,608614,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51167,608615,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51168,608616,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51169,608617,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51170,608618,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51171,608619,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51172,608620,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51173,608621,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51174,608622,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51175,608623,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51176,608624,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51177,608625,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51178,608626,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51179,608627,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51180,608628,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51181,608629,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51182,608630,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51183,608631,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51184,608632,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51185,608633,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51186,608634,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51187,608635,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51188,608636,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51189,608637,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51190,608638,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51191,608639,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51192,608640,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51193,608641,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51194,608642,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51195,608643,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51196,608644,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51197,608645,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51198,608646,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51199,608647,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51200,608648,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51201,608649,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51202,608650,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51203,608651,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51204,608652,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51205,608653,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51206,608654,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51207,608655,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51208,608656,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51209,608657,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51210,608658,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51211,608659,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51212,608660,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51213,608661,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51214,608662,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51215,608663,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51216,608664,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51217,608665,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51218,608666,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51219,608667,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51220,608668,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51221,608669,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
46756,608670,CF016A1P005m,Rental,"",1.0,0.0,1.0,0
51222,608671,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
46757,608672,CF016A1P005m,Rental,"",1.0,0.0,1.0,0
51223,608673,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51224,608674,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51225,608675,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51226,608676,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51227,608677,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51228,608678,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51229,608679,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51230,608680,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51231,608681,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51232,608682,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51233,608683,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51234,608684,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51235,608685,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51236,608686,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51237,608687,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51238,608688,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51239,608689,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51240,608690,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51241,608691,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51242,608692,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51243,608693,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51244,608694,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51245,608695,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51246,608696,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51247,608697,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51248,608698,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51249,608699,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51250,608700,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51251,608701,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51252,608702,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51253,608703,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51254,608704,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51255,608705,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51256,608706,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51257,608707,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51258,608708,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51259,608709,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51260,608710,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51261,608711,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51262,608712,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51263,608713,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51264,608714,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51265,608715,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51266,608716,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51267,608717,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51268,608718,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51269,608719,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51270,608720,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51271,608721,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51272,608722,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51273,608723,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51274,608724,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51275,608725,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51276,608726,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51277,608727,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51278,608728,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51279,608729,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51280,608730,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51281,608731,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51282,608732,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51283,608733,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51284,608734,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51285,608735,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51286,608736,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51287,608737,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51288,608738,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51289,608739,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51290,608740,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51291,608741,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51292,608742,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51293,608743,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51294,608744,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51295,608745,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51296,608746,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51297,608747,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51298,608748,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51299,608749,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51300,608750,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51301,608751,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51302,608752,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51303,608753,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51304,608754,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51305,608755,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51306,608756,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51307,608757,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51308,608758,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51309,608759,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51310,608760,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51311,608761,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51312,608762,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51313,608763,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51314,608764,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51315,608765,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51316,608766,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51317,608767,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51318,608768,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51319,608769,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51320,608770,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51321,608771,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51322,608772,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51323,608773,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51324,608774,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51325,608775,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51326,608776,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51327,608777,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51328,608778,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51329,608779,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51330,608780,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51331,608781,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51332,608782,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51333,608783,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51334,608784,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51335,608785,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51336,608786,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51337,608787,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51338,608788,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51339,608789,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51340,608790,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51341,608791,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51342,608792,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51343,608793,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51344,608794,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51345,608795,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51346,608796,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51347,608797,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51348,608798,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51349,608799,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51350,608800,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51351,608801,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51352,609022,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51353,609023,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51354,609024,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
51355,609025,CF016A1P005m,Rental,"",1.0,0.0,1.0,1.0
